,Unnamed: 0,BRAND,CATEGORY,A ending?,"Plosive ending? (p,b,t,d,k,g)","Sonorant ending? (m,n,ng,l,r)","Fricative ending? (f,v,th,s,z,sh,ch,dge)","1st letter fricative? (f,v,th,s,z,sh,ch,j)","Total # of sonorants (m,n,l,r,w,y)","Total # of vowels (a, e, i, o, u)","1st letter plosive? (p,b,t,d,k,g)","Total # of plosives  (p,b,t,d,k,g)","VowelEnding? (a, e, i, o, u,y)",# of letters,"# of fricatives (f,v,th,s,z,sh,ch,j)","1st letter vowel? (a, e, i, o, u)","1st letter sonorant? (m,n,l,r,w,y)",Front Vowels,Back Vowels
2216,27195,bilco,H625 Security & Fire Safety Systems,0,0,0,0,0,1,2,1,1,1,5,0,0,0,1,1
8,43,billabong,A141 Sportswear & Athleticwear,0,1,1,0,0,3,3,1,3,0,9,0,0,0,1,1
1413,23569,biocell,D543 Nutritional Supplements,0,0,1,0,0,2,3,1,1,0,7,0,0,0,2,1
2332,27577,biocryptology,H625 Security & Fire Safety Systems,0,0,0,0,0,4,4,1,4,1,13,0,0,0,2,3
1043,21856,bioeffect,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,1,0,0,0,0,4,1,2,0,9,2,0,0,3,1
1220,22735,biofinest,D543 Nutritional Supplements,0,1,0,0,0,1,4,1,2,0,9,2,0,0,3,1
1166,22496,biofreeze,D511 Pain Remedies,0,0,0,0,0,1,5,1,1,1,9,2,0,0,3,1
1221,22736,biohm,D543 Nutritional Supplements,0,0,1,0,0,1,2,1,1,0,5,0,0,0,1,1
1222,22737,biolife,D543 Nutritional Supplements,0,0,0,0,0,1,4,1,1,1,7,1,0,0,3,1
1223,22738,bioprostol,D543 Nutritional Supplements,0,0,1,0,0,2,4,1,3,0,10,1,0,0,1,3
1044,21857,biore,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,1,3,1,1,1,5,0,0,0,2,1
1045,21860,biosilk,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,1,0,0,0,1,3,1,2,0,7,1,0,0,2,1
1414,23572,biosync,D543 Nutritional Supplements,0,0,0,0,0,2,2,1,1,0,7,1,0,0,1,1
1224,22740,biotrust,D543 Nutritional Supplements,0,1,0,0,0,1,3,1,3,0,8,1,0,0,1,2
1225,22742,bioxtron,D543 Nutritional Supplements,0,0,1,0,0,2,3,1,2,0,8,0,0,0,1,2
1226,22743,bipro,D543 Nutritional Supplements,0,0,0,0,0,1,2,1,2,1,5,0,0,0,1,1
164,736,birkenstock,A311 Womens Shoes & Boots,0,1,0,0,0,2,3,1,4,0,11,1,0,0,2,1
1570,24064,biscoff,F343 Cookies & Crackers,0,0,0,1,0,0,2,1,1,0,7,3,0,0,1,1
483,4341,bitcoinira,B122 Investment Products & Services (Excluding Retirement),1,0,0,0,0,2,5,1,2,1,10,0,0,0,3,1
433,3345,bitconnect,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,0,2,3,1,3,0,10,0,0,0,2,1
484,4342,bitstrades,B122 Investment Products & Services (Excluding Retirement),0,0,0,1,0,1,3,1,4,0,10,2,0,0,2,0
388,2659,blackrock,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,0,2,2,1,3,0,9,0,0,0,0,1
72,305,blair,A141 Sportswear & Athleticwear,0,0,1,0,0,2,2,1,1,0,5,0,0,0,1,0
1828,25756,blakemore,G411 Fishing Tackle & Equipment,0,0,0,0,0,3,4,1,2,1,9,0,0,0,2,1
2100,26830,blanquil,H142 Bedding & Linens,0,0,1,0,0,3,3,1,1,0,8,0,0,0,1,1
2232,27269,blazemaster,H625 Security & Fire Safety Systems,0,0,1,0,0,3,4,1,2,0,11,2,0,0,2,0
2030,26641,blello,H122 Mattresses & Box Springs,0,0,0,0,0,3,2,1,1,1,6,0,0,0,1,1
778,16500,blindspot,"B641 TV Networks, Stations & Production Cos",0,1,0,0,0,2,2,1,4,0,9,1,0,0,1,1
485,4346,blockweather,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,0,3,4,1,3,0,12,1,0,0,2,1
389,2686,bloomberg,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,0,3,3,1,3,0,9,0,0,0,1,1
2401,27842,blount,T412 Cruise Ship Travel,0,1,0,0,0,2,2,1,2,0,6,0,0,0,0,1
1104,22071,blu,"D181 Women's Scents, Fragrances, Perfumes",0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1
73,307,bluffworks,A141 Sportswear & Athleticwear,0,0,0,1,0,3,2,1,2,0,10,3,0,0,0,2
165,738,blundstone,A311 Womens Shoes & Boots,0,0,0,0,0,3,3,1,3,1,10,1,0,0,1,2
825,18189,blurb,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,2,1,1,2,0,5,0,0,0,0,1
9,52,boathouse,A141 Sportswear & Athleticwear,0,0,0,0,0,0,5,1,2,1,9,2,0,0,1,2
166,740,boden,A311 Womens Shoes & Boots,0,0,1,0,0,1,2,1,2,0,5,0,0,0,1,1
1659,24431,bofferding,F611 Regular Beer & Ale,0,1,1,0,0,2,3,1,3,0,10,2,0,0,2,1
10,53,bogner,A141 Sportswear & Athleticwear,0,0,1,0,0,2,2,1,2,0,6,0,0,0,1,1
600,8868,boingo,B225 Internet Service Providers (ISP),0,0,0,0,0,1,3,1,2,1,6,0,0,0,1,2
1757,25033,bonefish,G323 Casual Dining Restaurants,0,0,0,1,0,1,3,1,1,0,8,2,0,0,2,1
1778,25227,boneheads,G323 Casual Dining Restaurants,0,0,0,1,0,1,4,1,2,0,9,1,0,0,2,1
1480,23816,bono,F122 Cooking Oils,0,0,0,0,0,1,2,1,1,1,4,0,0,0,0,2
74,308,bonobos,A141 Sportswear & Athleticwear,0,0,0,1,0,1,3,1,2,0,7,1,0,0,0,3
1829,25757,booyah,G411 Fishing Tackle & Equipment,0,0,0,0,0,1,3,1,1,0,6,0,0,0,0,1
2102,26833,boppy,H142 Bedding & Linens,0,0,0,0,0,1,1,1,3,1,5,0,0,0,1,1
1660,24434,boricua,F611 Regular Beer & Ale,1,0,0,0,0,1,4,1,1,1,7,0,0,0,1,2
601,8870,bos,B225 Internet Service Providers (ISP),0,0,0,1,0,0,1,1,1,0,3,1,0,0,0,1
2233,27276,bosch,H625 Security & Fire Safety Systems,0,0,0,1,0,0,1,1,1,0,5,2,0,0,0,1
260,1323,botkier,A411 Handbags,0,0,1,0,0,1,3,1,3,0,7,0,0,0,1,1
1105,22072,boucheron,"D181 Women's Scents, Fragrances, Perfumes",0,0,1,0,0,2,4,1,1,0,9,1,0,0,1,2
2185,27081,bounty,H339 Household Paper Products: Comb & NEC,0,0,0,0,0,2,2,1,2,1,6,0,0,0,1,1
1106,22073,boutique,"D181 Women's Scents, Fragrances, Perfumes",0,0,0,0,0,0,5,1,2,1,8,0,0,0,2,2
666,9139,boycom,B241 Cable TV Providers & Systems,0,0,1,0,0,2,2,1,1,0,6,0,0,0,0,2
1608,24216,boyer,F411 Coffee,0,0,1,0,0,2,2,1,1,0,5,0,0,0,1,1
261,1330,brahmin,A411 Handbags,0,0,1,0,0,3,2,1,1,0,7,0,0,0,1,0
1153,22450,braun,D439 Mens Shaving Equipment & Supplies General Promotion,0,0,1,0,0,2,2,1,1,0,5,0,0,0,0,1
2186,27083,brawny,H339 Household Paper Products: Comb & NEC,0,0,0,0,0,4,1,1,1,1,6,0,0,0,1,0
1046,21866,brevena,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1,0,0,0,0,2,3,1,1,1,7,1,0,0,2,0
937,20642,brewer,B721 Office Furniture & Accessories,0,0,1,0,0,3,2,1,1,0,6,0,0,0,2,0
1522,23944,breyers,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,3,2,1,1,0,7,1,0,0,2,0
1661,24437,bridgeport,F611 Regular Beer & Ale,0,1,0,0,0,2,3,1,5,0,10,0,0,0,2,1
451,3631,brightplan,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,0,3,2,1,4,0,10,0,0,0,1,0
1641,24359,brims,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,1,0,2,1,1,1,0,5,1,0,0,1,0
364,2401,brinks,B111 Credit Cards,0,0,0,1,0,2,1,1,2,0,6,1,0,0,1,0
1662,24438,brooklyn,F611 Regular Beer & Ale,0,0,1,0,0,4,2,1,2,0,8,0,0,0,0,1
219,994,brooks,A321 Sneakers,0,0,0,1,0,1,2,1,2,0,6,1,0,0,0,1
1779,25234,brothers,G323 Casual Dining Restaurants,0,0,0,1,0,2,2,1,2,0,8,2,0,0,1,1
1663,24440,bruz,F611 Regular Beer & Ale,0,0,0,1,0,1,1,1,1,0,4,1,0,0,0,1
1124,22265,bu,"D189 Fragrances, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,1
602,8875,buckeye,B225 Internet Service Providers (ISP),0,0,0,0,0,1,3,1,2,1,7,0,0,0,2,1
1830,25759,bucks,G411 Fishing Tackle & Equipment,0,0,0,1,0,0,1,1,2,0,5,1,0,0,0,1
1664,24442,budweiser,F611 Regular Beer & Ale,0,0,1,0,0,2,4,1,2,0,9,1,0,0,2,1
1619,24291,buendia,F411 Coffee,1,0,0,0,0,1,4,1,2,1,7,0,0,0,2,1
2103,26838,buffy,H142 Bedding & Linens,0,0,0,0,0,1,1,1,1,1,5,2,0,0,1,1
75,317,bugatchi,A141 Sportswear & Athleticwear,0,0,0,0,0,0,3,1,3,1,8,1,0,0,1,1
1981,26510,bugatti,"H111 Dinnerware, Glassware & Pottery",0,0,0,0,0,0,3,1,4,1,7,0,0,0,1,1
2333,27584,buildclean,H625 Security & Fire Safety Systems,0,0,1,0,0,3,4,1,2,0,10,0,0,0,2,1
2235,27282,bullard,H625 Security & Fire Safety Systems,0,1,0,0,0,3,2,1,2,0,7,0,0,0,0,1
2353,27665,bullex,H625 Security & Fire Safety Systems,0,0,0,0,0,2,2,1,1,0,6,0,0,0,1,1
1763,25069,bullritos,G323 Casual Dining Restaurants,0,0,0,1,0,3,3,1,2,0,9,1,0,0,1,2
1665,24445,bundaberg,F611 Regular Beer & Ale,0,1,0,0,0,2,3,1,4,0,9,0,0,0,1,1
1481,23818,bunge,F122 Cooking Oils,0,0,0,0,0,1,2,1,2,1,5,0,0,0,1,1
262,1333,burberry,A411 Handbags,0,0,0,0,0,4,2,1,2,1,8,0,0,0,2,1
1883,25945,burton,"G451 Snow Skis, Boards, Blades & Accessories",0,0,1,0,0,2,2,1,2,0,6,0,0,0,0,2
1167,22499,buscapina,D511 Pain Remedies,1,0,0,0,0,1,4,1,2,1,9,1,0,0,1,1
1666,24446,busch,F611 Regular Beer & Ale,0,0,0,1,0,0,1,1,1,0,5,2,0,0,0,1
1909,26010,bushnell,G499 Sporting Goods General Promotion,0,0,1,0,0,3,2,1,1,0,8,1,0,0,1,1
826,18248,businessonline,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,4,6,1,1,1,14,3,0,0,4,2
1631,24343,butterfinger,F519 Candy & Mints General Promotion,0,0,1,0,0,3,4,1,4,0,12,1,0,0,3,1
373,2455,cabbux,B111 Credit Cards,0,0,0,0,0,0,2,0,2,0,6,0,0,0,0,1
1831,25761,cabelas,G411 Fishing Tackle & Equipment,0,0,0,1,0,1,3,0,1,0,7,1,0,0,1,0
11,56,calia,A141 Sportswear & Athleticwear,1,0,0,0,0,1,3,0,0,1,5,0,0,0,1,0
76,321,caliber,A141 Sportswear & Athleticwear,0,0,1,0,0,2,3,0,1,0,7,0,0,0,2,0
2236,27283,california,H625 Security & Fire Safety Systems,1,0,0,0,0,3,5,0,0,1,10,1,0,0,2,1
77,322,callaway,A141 Sportswear & Athleticwear,0,0,0,0,0,4,3,0,0,1,8,0,0,0,1,0
1227,22765,calmax,D543 Nutritional Supplements,0,0,0,0,0,2,2,0,0,0,6,0,0,0,0,0
1228,22766,calotren,D543 Nutritional Supplements,0,0,1,0,0,3,3,0,1,0,8,0,0,0,1,1
486,4368,calvert,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,0,2,2,0,1,0,7,1,0,0,1,0
981,20764,camcode,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,0,1,3,0,1,1,7,0,0,0,1,1
2237,27284,canary,H625 Security & Fire Safety Systems,0,0,0,0,0,3,2,0,0,1,6,0,0,0,1,0
1968,26432,canidae,G613 Cat & Dog Food Combination,0,0,0,0,0,1,4,0,1,1,7,0,0,0,2,0
1482,23824,canoil,F122 Cooking Oils,0,0,1,0,0,2,3,0,0,0,6,0,0,0,1,1
731,15851,canon,B521 Printers & Printing Accessories,0,0,1,0,0,2,2,0,0,0,5,0,0,0,0,1
1943,26171,capcom,G511 Elec & Video Games & Sftwr (Excl PC&Net),0,0,1,0,0,1,2,0,1,0,6,0,0,0,0,1
2373,27740,carado,"T139 Vehicles, Sales & Leasing: Comb Copy&NEC",0,0,0,0,0,1,3,0,1,1,6,0,0,0,0,1
487,4377,carax,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0
1229,22767,carbion,D543 Nutritional Supplements,0,0,1,0,0,2,3,0,1,0,7,0,0,0,1,1
371,2441,cardcookie,B111 Credit Cards,0,0,0,0,0,1,5,0,2,1,10,0,0,0,1,1
1007,20992,careerboutique,B913 Employment Agencies,0,0,0,0,0,2,8,0,2,1,14,0,0,0,3,2
1008,20993,careerbuilder,B913 Employment Agencies,0,0,1,0,0,4,6,0,2,0,13,0,0,0,3,1
1009,20996,careercenter,B913 Employment Agencies,0,0,1,0,0,4,5,0,1,0,12,0,0,0,3,0
1010,21002,careers,B913 Employment Agencies,0,0,0,1,0,2,3,0,0,0,7,1,0,0,1,0
78,324,carhartt,A141 Sportswear & Athleticwear,0,1,0,0,0,2,2,0,2,0,8,0,0,0,0,0
2402,27851,caribbean,T412 Cruise Ship Travel,0,0,1,0,0,2,4,0,2,0,9,0,0,0,2,0
1819,25581,caribou,G324 Coffee & Donut Restaurants,0,0,0,0,0,1,4,0,1,1,7,0,0,0,1,1
1910,26011,carlisle,G499 Sporting Goods General Promotion,0,0,0,0,0,3,3,0,0,1,8,1,0,0,2,0
1667,24447,carlsberg,F611 Regular Beer & Ale,0,1,0,0,0,3,2,0,2,0,9,1,0,0,1,0
1230,22772,carnivor,D543 Nutritional Supplements,0,0,1,0,0,3,3,0,0,0,8,1,0,0,1,1
1231,22776,carnivora,D543 Nutritional Supplements,1,0,0,0,0,3,4,0,0,1,9,1,0,0,1,1
1590,24138,carrs,F343 Cookies & Crackers,0,0,0,1,0,2,1,0,0,0,5,1,0,0,0,0
79,329,carters,A141 Sportswear & Athleticwear,0,0,0,1,0,2,2,0,1,0,7,1,0,0,1,0
303,1485,cartier,A430 Sunglasses,0,0,1,0,0,2,3,0,1,0,7,0,0,0,1,0
1556,24024,carvel,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,1,0,0,2,2,0,0,0,6,1,0,0,1,0
1983,26513,casafina,"H111 Dinnerware, Glassware & Pottery",1,0,0,0,0,1,4,0,0,1,8,2,0,0,1,0
2197,27129,cascades,H339 Household Paper Products: Comb & NEC,0,0,0,1,0,0,3,0,1,0,8,2,0,0,1,0
2032,26647,casper,H122 Mattresses & Box Springs,0,0,1,0,0,1,2,0,1,0,6,1,0,0,1,0
603,8882,casscomm,B225 Internet Service Providers (ISP),0,0,1,0,0,2,2,0,0,0,8,2,0,0,0,1
1832,25763,castaway,G411 Fishing Tackle & Equipment,0,0,0,0,0,2,3,0,1,1,8,1,0,0,1,0
779,16536,castro,"B641 TV Networks, Stations & Production Cos",0,0,0,0,0,1,2,0,1,1,6,1,0,0,0,1
1483,23826,catania,F122 Cooking Oils,1,0,0,0,0,1,4,0,1,1,7,0,0,0,1,0
761,16196,catchpoint,"B541 Web Design, Domain & Hosting Services",0,1,0,0,0,1,3,0,3,0,10,1,0,0,1,1
1047,21869,caudalie,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,1,5,0,1,1,8,0,0,0,1,1
1232,22781,cbdpure,D543 Nutritional Supplements,0,0,0,0,0,1,2,0,3,1,7,0,0,0,1,1
681,9485,cbn,"B322 Religious, Charitable & Humanitarian",0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0
390,2705,cboe,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,0,0,2,0,1,1,4,0,0,0,1,1
780,16539,cbs,"B641 TV Networks, Stations & Production Cos",0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0
263,1338,cccxxxlll,A411 Handbags,0,0,1,0,0,3,0,0,0,0,9,0,0,0,0,0
1233,22782,cebria,D543 Nutritional Supplements,1,0,0,0,0,1,3,0,1,1,6,0,0,0,2,0
1234,22783,celergen,D543 Nutritional Supplements,0,0,1,0,0,3,3,0,1,0,8,0,0,0,3,0
2403,27864,celestyal,T412 Cruise Ship Travel,0,0,1,0,0,3,3,0,1,0,9,1,0,0,2,0
264,1339,celine,A411 Handbags,0,0,0,0,0,2,3,0,0,1,6,0,0,0,3,0
1704,24689,celis,F611 Regular Beer & Ale,0,0,0,1,0,1,2,0,0,0,5,1,0,0,2,0
604,8883,cellcom,B225 Internet Service Providers (ISP),0,0,1,0,0,3,2,0,0,0,7,0,0,0,1,1
1235,22784,cellucor,D543 Nutritional Supplements,0,0,1,0,0,3,3,0,0,0,8,0,0,0,1,2
1236,22785,cellutaris,D543 Nutritional Supplements,0,0,0,1,0,3,4,0,1,0,10,1,0,0,2,1
781,16615,centurions,"B641 TV Networks, Stations & Production Cos",0,0,0,1,0,3,4,0,1,0,10,1,0,0,2,2
605,8884,centurylink,B225 Internet Service Providers (ISP),0,1,0,0,0,5,3,0,2,0,11,0,0,0,2,1
265,1342,cenzo,A411 Handbags,0,0,0,0,0,1,2,0,0,1,5,1,0,0,1,1
1048,21872,cerave,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,1,3,0,0,1,6,1,0,0,2,0
982,20765,certags,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,1,0,1,2,0,2,0,7,1,0,0,1,0
1049,21873,cetaphil,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,1,0,0,1,3,0,2,0,8,0,0,0,2,0
452,3663,cfra,B122 Investment Products & Services (Excluding Retirement),1,0,0,0,0,1,1,0,0,1,4,1,0,0,0,0
167,746,chaco,A311 Womens Shoes & Boots,0,0,0,0,1,0,2,0,0,1,5,1,0,0,0,1
1050,21875,chamonix,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,1,2,3,0,0,0,8,1,0,0,1,1
1051,21876,chandanni,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,1,3,3,0,1,1,9,1,0,0,1,0
266,1343,chanel,A411 Handbags,0,0,1,0,1,2,2,0,0,0,6,1,0,0,1,0
1668,24453,chang,F611 Regular Beer & Ale,0,1,1,0,1,1,1,0,1,0,5,1,0,0,0,0
80,332,chaps,A141 Sportswear & Athleticwear,0,0,0,1,1,0,1,0,1,0,5,2,0,0,0,0
1505,23882,cheerios,F229 Cereals General Promotion,0,0,0,1,1,1,4,0,0,0,8,2,0,0,2,1
168,751,chellysun,A311 Womens Shoes & Boots,0,0,1,0,1,4,2,0,0,0,9,2,0,0,1,1
1237,22788,cheongkwanjang,D543 Nutritional Supplements,0,1,1,0,1,4,4,0,3,0,14,2,0,0,1,1
2187,27085,chinet,H339 Household Paper Products: Comb & NEC,0,1,0,0,1,1,2,0,1,0,6,1,0,0,2,0
169,752,chloe,A311 Womens Shoes & Boots,0,0,0,0,1,1,2,0,0,1,5,1,0,0,1,1
1571,24070,chokis,F343 Cookies & Crackers,0,0,0,1,1,0,2,0,1,0,6,2,0,0,1,1
1238,22789,choleslo,D543 Nutritional Supplements,0,0,0,0,1,2,3,0,0,1,8,2,0,0,1,2
1239,22791,cholesterade,D543 Nutritional Supplements,0,0,0,0,1,2,5,0,2,1,12,2,0,0,3,1
2105,26841,christy,H142 Bedding & Linens,0,0,0,0,1,2,1,0,1,1,7,2,0,0,2,0
81,333,chubbies,A141 Sportswear & Athleticwear,0,0,0,1,1,0,3,0,2,0,8,2,0,0,1,1
515,5217,cibc,B124 Loan/Credit Products & Services (Consumer),0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0
606,8890,cimcorp,B225 Internet Service Providers (ISP),0,1,0,0,0,2,2,0,1,0,7,0,0,0,1,1
345,1802,citi,B111 Credit Cards,0,0,0,0,0,0,2,0,1,1,4,0,0,0,2,0
346,1817,citibanamex,B111 Credit Cards,0,0,0,0,0,2,5,0,2,0,11,0,0,0,3,0
347,1819,citibank,B111 Credit Cards,0,1,0,0,0,1,3,0,3,0,8,0,0,0,2,0
590,8761,citifinancial,B124 Loan/Credit Products & Services (Consumer),0,0,1,0,0,3,6,0,1,0,13,1,0,0,4,0
474,4205,citigroup,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,0,1,4,0,3,0,9,0,0,0,2,1
569,7942,citimortgage,B124 Loan/Credit Products & Services (Consumer),0,0,0,0,0,2,5,0,4,1,12,0,0,0,3,1
685,11501,cityteam,"B322 Religious, Charitable & Humanitarian",0,0,1,0,0,2,3,0,2,0,8,0,0,0,2,0
1052,21879,clarins,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,1,0,3,2,0,0,0,7,1,0,0,1,0
1240,22793,clarisoy,D543 Nutritional Supplements,0,0,0,0,0,3,3,0,0,1,8,1,0,0,2,1
1415,23583,clarityx,D543 Nutritional Supplements,0,0,0,0,0,3,2,0,1,0,8,0,0,0,1,0
170,753,clarks,A311 Womens Shoes & Boots,0,0,0,1,0,2,1,0,1,0,6,1,0,0,0,0
607,8896,claro,B225 Internet Service Providers (ISP),0,0,0,0,0,2,2,0,0,1,5,0,0,0,0,1
2106,26842,cleanbrands,H142 Bedding & Linens,0,0,0,1,0,4,3,0,2,0,11,1,0,0,1,0
1186,22580,clif,D543 Nutritional Supplements,0,0,0,1,0,1,1,0,0,0,4,1,0,0,1,0
1053,21881,clinique,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,2,4,0,0,1,8,0,0,0,3,1
1130,22298,closys,D211 Toothpaste & Whiteners,0,0,0,1,0,2,1,0,0,0,6,2,0,0,0,1
2033,26654,cloudten,H122 Mattresses & Box Springs,0,0,1,0,0,2,3,0,2,0,8,0,0,0,1,1
2206,27162,clr,H432 Multipurpose Cleaners (Cleansers),0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0
2374,27744,cm,"T139 Vehicles, Sales & Leasing: Comb Copy&NEC",0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0
782,16618,cnbc,"B641 TV Networks, Stations & Production Cos",0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0
488,4393,cnote,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,0,1,2,0,1,1,5,0,0,0,1,1
2334,27589,cobra,H625 Security & Fire Safety Systems,1,0,0,0,0,1,2,0,1,1,5,0,0,0,0,1
1241,22797,cocoavia,D543 Nutritional Supplements,1,0,0,0,0,0,5,0,0,1,8,1,0,0,1,2
668,9159,cogeco,B241 Cable TV Providers & Systems,0,0,0,0,0,0,3,0,1,1,6,0,0,0,1,2
1242,22800,coggevity,D543 Nutritional Supplements,0,0,0,0,0,1,3,0,3,1,9,1,0,0,3,1
1243,22801,cognizin,D543 Nutritional Supplements,0,0,1,0,0,2,3,0,1,0,8,1,0,0,2,1
1625,24327,cogo,F413 Cocoa & Milk Additives,0,0,0,0,0,0,2,0,1,1,4,0,0,0,0,2
1484,23831,colavita,F122 Cooking Oils,1,0,0,0,0,1,4,0,1,1,8,1,0,0,1,1
1884,25947,coldavenger,"G451 Snow Skis, Boards, Blades & Accessories",0,0,1,0,0,3,4,0,2,0,11,1,0,0,2,1
1911,26013,coleman,G499 Sporting Goods General Promotion,0,0,1,0,0,3,3,0,0,0,7,0,0,0,1,1
1131,22299,colgate,D211 Toothpaste & Whiteners,0,0,0,0,0,1,3,0,2,1,7,0,0,0,1,1
1244,22803,collagen,D543 Nutritional Supplements,0,0,1,0,0,3,3,0,1,0,8,0,0,0,1,1
425,3282,collegechoice,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,0,2,6,0,1,1,13,1,0,0,4,2
1621,24308,colombe,F411 Coffee,0,0,0,0,0,2,3,0,1,1,7,0,0,0,1,2
1245,22805,colonix,D543 Nutritional Supplements,0,0,0,0,0,2,3,0,0,0,7,0,0,0,1,2
744,15929,colorbrite,B521 Printers & Printing Accessories,0,0,0,0,0,3,4,0,2,1,10,0,0,0,2,2
1118,22208,colors,"D183 Men's Scents, Fragrances, Aftershaves",0,0,0,1,0,2,2,0,0,0,6,1,0,0,0,2
1416,23588,colostril,D543 Nutritional Supplements,0,0,1,0,0,3,3,0,1,0,9,1,0,0,1,2
82,341,columbia,A141 Sportswear & Athleticwear,1,0,0,0,0,2,4,0,1,1,8,0,0,0,1,2
592,8833,comcast,B225 Internet Service Providers (ISP),0,1,0,0,0,1,2,0,1,0,7,1,0,0,0,1
2239,27291,comelit,H625 Security & Fire Safety Systems,0,1,0,0,0,2,3,0,1,0,7,0,0,0,2,1
2361,27701,comex,H631 Paint,0,0,0,0,0,1,2,0,0,0,5,0,0,0,1,1
548,7416,commonbond,B124 Loan/Credit Products & Services (Consumer),0,1,0,0,0,4,3,0,2,0,10,0,0,0,0,3
455,3689,commsec,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,0,2,2,0,0,0,7,1,0,0,1,1
12,63,compressport,A141 Sportswear & Athleticwear,0,1,0,0,0,3,3,0,3,0,12,2,0,0,1,2
1984,26517,conserve,"H111 Dinnerware, Glassware & Pottery",0,0,0,0,0,2,3,0,0,1,8,2,0,0,2,1
2212,27184,consilium,H625 Security & Fire Safety Systems,0,0,1,0,0,3,4,0,0,0,9,1,0,0,2,2
686,11525,contacto,"B322 Religious, Charitable & Humanitarian",0,0,0,0,0,1,3,0,2,1,8,0,0,0,0,2
456,3695,conterra,B122 Investment Products & Services (Excluding Retirement),1,0,0,0,0,3,3,0,1,1,8,0,0,0,1,1
13,65,converse,A141 Sportswear & Athleticwear,0,0,0,0,0,2,3,0,0,1,8,2,0,0,2,1
762,16205,convio,"B541 Web Design, Domain & Hosting Services",0,0,0,0,0,1,3,0,0,1,6,1,0,0,1,2
1523,23951,coolhaus,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,1,4,0,0,0,8,1,0,0,0,2
2107,26844,coolmax,H142 Bedding & Linens,0,0,0,0,0,2,3,0,0,0,7,0,0,0,0,1
171,762,coolway,A311 Womens Shoes & Boots,0,0,0,0,0,3,3,0,0,1,7,0,0,0,1,1
1669,24457,coors,F611 Regular Beer & Ale,0,0,0,1,0,1,2,0,0,0,5,1,0,0,0,1
938,20648,corechair,B721 Office Furniture & Accessories,0,0,1,0,0,2,4,0,0,0,9,1,0,0,2,1
1780,25263,corelife,G323 Casual Dining Restaurants,0,0,0,0,0,2,4,0,0,1,8,1,0,0,3,1
1985,26520,corelle,"H111 Dinnerware, Glassware & Pottery",0,0,0,0,0,3,3,0,0,1,7,0,0,0,2,1
1781,25264,corkys,G323 Casual Dining Restaurants,0,0,0,1,0,2,1,0,1,0,6,1,0,0,0,1
1670,24458,corona,F611 Regular Beer & Ale,1,0,0,0,0,2,3,0,0,1,6,0,0,0,0,2
1626,24328,coronado,F413 Cocoa & Milk Additives,0,0,0,0,0,2,4,0,1,1,8,0,0,0,0,3
