,BRAND,CATEGORY,A ending?,"Plosive ending? (p,b,t,d,k,g)","Sonorant ending? (m,n,ng,l,r)","Fricative ending? (f,v,th,s,z,sh,ch,dge)","1st letter fricative? (f,v,th,s,z,sh,ch,j)","Total # of sonorants (m,n,l,r,w,y)","Total # of vowels (a, e, i, o, u)","1st letter plosive? (p,b,t,d,k,g)","Total # of plosives  (p,b,t,d,k,g)","VowelEnding? (a, e, i, o, u,y)",# of letters,"# of fricatives (f,v,th,s,z,sh,ch,j)","1st letter vowel? (a, e, i, o, u)","1st letter sonorant? (m,n,l,r,w,y)",Front Vowels,Back Vowels
26857,dreamfit,H142 Bedding & Linens,0,1,0,0,0,2,3,1,2,0,8,1,0,0,2,0
26862,encapsys,H142 Bedding & Linens,0,0,0,1,0,2,2,0,1,0,8,2,1,0,1,0
26865,filson,H142 Bedding & Linens,0,0,1,0,1,2,2,0,0,0,6,2,0,0,1,1
26867,gentherm,H142 Bedding & Linens,0,0,1,0,0,3,2,1,2,0,8,1,0,0,2,0
26874,hastens,H142 Bedding & Linens,0,0,0,1,0,1,2,0,1,0,7,2,0,0,1,0
26877,hygrocotton,H142 Bedding & Linens,0,0,1,0,0,3,3,0,3,0,11,0,0,0,0,3
26880,igloo,H142 Bedding & Linens,0,0,0,0,0,1,3,0,1,1,5,0,1,0,1,1
26887,jomar,H142 Bedding & Linens,0,0,1,0,1,2,2,0,0,0,5,1,0,0,0,1
26890,kassatex,H142 Bedding & Linens,0,0,0,0,0,0,3,1,2,0,8,2,0,0,1,0
26893,kateklein,H142 Bedding & Linens,0,0,1,0,0,2,4,1,3,0,9,0,0,0,2,0
26897,liddell,H142 Bedding & Linens,0,0,1,0,0,3,2,0,2,0,7,0,0,1,2,0
26899,lilipi,H142 Bedding & Linens,0,0,0,0,0,2,3,0,1,1,6,0,0,1,3,0
26907,malouf,H142 Bedding & Linens,0,0,0,1,0,2,3,0,0,0,6,1,0,1,0,1
26912,medcline,H142 Bedding & Linens,0,0,0,0,0,3,3,0,1,1,8,0,0,1,3,0
26913,medslant,H142 Bedding & Linens,0,1,0,0,0,3,2,0,2,0,8,1,0,1,1,0
26914,mellanni,H142 Bedding & Linens,0,0,0,0,0,5,3,0,0,1,8,0,0,1,2,0
26916,mlily,H142 Bedding & Linens,0,0,0,0,0,4,1,0,0,1,5,0,0,1,2,0
26920,mytex,H142 Bedding & Linens,0,0,0,0,0,2,1,0,1,0,5,0,0,1,1,0
26921,nanotex,H142 Bedding & Linens,0,0,0,0,0,2,3,0,1,0,7,0,0,1,1,1
26924,northwest,H142 Bedding & Linens,0,1,0,0,0,3,2,0,2,0,9,2,0,1,1,1
26926,olliix,H142 Bedding & Linens,0,0,0,0,0,2,3,0,0,0,6,0,1,0,2,1
26928,omnipillow,H142 Bedding & Linens,0,0,0,0,0,5,4,0,1,0,10,0,1,0,2,2
26930,panacea,H142 Bedding & Linens,1,0,0,0,0,1,4,1,1,1,7,0,0,0,1,0
26932,parachute,H142 Bedding & Linens,0,0,0,0,0,1,4,1,2,1,9,1,0,0,1,1
26935,peachskinsheets,H142 Bedding & Linens,0,0,0,1,0,1,5,1,3,0,15,4,0,0,3,0
26938,pinzon,H142 Bedding & Linens,0,0,1,0,0,2,2,1,1,0,6,1,0,0,1,1
26940,posh,H142 Bedding & Linens,0,0,0,1,0,0,1,1,1,0,4,1,0,0,0,1
26945,purecare,H142 Bedding & Linens,0,0,0,0,0,2,4,1,1,1,8,0,0,0,2,1
26948,rekoop,H142 Bedding & Linens,0,1,0,0,0,1,3,0,2,0,6,0,0,1,1,1
26950,revman,H142 Bedding & Linens,0,0,1,0,0,3,2,0,0,0,6,1,0,1,1,0
26951,robinzingone,H142 Bedding & Linens,0,0,0,0,0,4,5,0,2,1,12,1,0,1,3,2
26952,rocabi,H142 Bedding & Linens,0,0,0,0,0,1,3,0,1,1,6,0,0,1,1,1
26956,rumpl,H142 Bedding & Linens,0,0,1,0,0,3,1,0,1,0,5,0,0,1,0,1
26959,sensacalm,H142 Bedding & Linens,0,0,1,0,1,3,3,0,0,0,9,2,0,0,1,0
26960,sferra,H142 Bedding & Linens,1,0,0,0,1,2,2,0,0,1,6,2,0,0,1,0
26964,sheex,H142 Bedding & Linens,0,0,0,0,1,0,2,0,0,0,5,1,0,0,1,0
26970,simmons,H142 Bedding & Linens,0,0,0,1,1,3,2,0,0,0,7,2,0,0,1,1
26974,sleepgram,H142 Bedding & Linens,0,0,1,0,1,3,3,0,2,0,9,1,0,0,1,0
26982,splashpad,H142 Bedding & Linens,0,1,0,0,1,1,2,0,3,0,9,2,0,0,0,0
26983,springs,H142 Bedding & Linens,0,0,0,1,1,2,1,0,2,0,7,2,0,0,1,0
26985,surefit,H142 Bedding & Linens,0,1,0,0,1,1,3,0,1,0,7,2,0,0,2,1
26986,surya,H142 Bedding & Linens,1,0,0,0,1,2,2,0,0,1,5,1,0,0,0,1
26989,tablecloth,H142 Bedding & Linens,0,0,0,1,0,2,3,1,3,0,10,1,0,0,1,1
26990,talalay,H142 Bedding & Linens,0,0,0,0,0,3,3,1,1,1,7,0,0,0,1,0
26992,textrade,H142 Bedding & Linens,0,0,0,0,0,1,3,1,3,1,8,0,0,0,2,0
27003,vianney,H142 Bedding & Linens,0,0,0,0,1,3,3,0,0,1,7,1,0,0,3,0
27007,welspun,H142 Bedding & Linens,0,0,1,0,0,3,2,0,1,0,7,1,0,1,1,1
27015,zonkd,H142 Bedding & Linens,0,1,0,0,1,1,1,0,2,0,5,1,0,0,0,1
27019,dynaclean,H213 Laundry Equipment,0,0,1,0,0,4,3,1,1,0,9,0,0,0,1,0
27020,electrolux,H213 Laundry Equipment,0,0,0,0,0,3,4,0,1,0,10,0,1,0,2,2
27022,ge,H213 Laundry Equipment,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,0
27025,huebsch,H213 Laundry Equipment,0,0,0,1,0,0,2,0,1,0,7,2,0,0,1,1
27026,kenmore,H213 Laundry Equipment,0,0,0,0,0,3,3,1,1,1,7,0,0,0,2,1
27029,lg,H213 Laundry Equipment,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,0
27030,maytag,H213 Laundry Equipment,0,1,0,0,0,2,2,0,2,0,6,0,0,1,0,0
27032,milnor,H213 Laundry Equipment,0,0,1,0,0,4,2,0,0,0,6,0,0,1,1,1
27035,samsung,H213 Laundry Equipment,0,1,1,0,1,2,2,0,1,0,7,2,0,0,0,1
27039,steele,H213 Laundry Equipment,0,0,0,0,1,1,3,0,1,1,6,1,0,0,2,0
27040,suitmate,H213 Laundry Equipment,0,0,0,0,1,1,4,0,2,1,8,1,0,0,2,1
27041,unimac,H213 Laundry Equipment,0,0,0,0,0,2,3,0,0,0,6,0,1,0,1,1
27044,whirlpool,H213 Laundry Equipment,0,0,1,0,0,4,3,0,1,0,9,0,0,1,1,1
27046,acdelco,H310 Household Batteries,0,0,0,0,0,1,3,0,1,1,7,0,1,0,1,1
27047,apc,H310 Household Batteries,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0
27048,duracell,H310 Household Batteries,0,0,1,0,0,3,3,1,1,0,8,0,0,0,1,1
27055,energizer,H310 Household Batteries,0,0,1,0,0,3,4,0,1,0,9,1,1,0,4,0
27062,hindlepower,H310 Household Batteries,0,0,1,0,0,4,4,0,2,0,11,0,0,0,3,1
27063,interstate,H310 Household Batteries,0,0,0,0,0,2,4,0,3,1,10,1,1,0,3,0
27065,rayovac,H310 Household Batteries,0,0,0,0,0,2,3,0,0,0,7,1,0,1,0,1
27068,ryobi,H310 Household Batteries,0,0,0,0,0,2,2,0,1,1,5,0,0,1,1,1
27069,saft,H310 Household Batteries,0,1,0,0,1,0,1,0,1,0,4,2,0,0,0,0
27072,tenergy,H310 Household Batteries,0,0,0,0,0,3,2,1,2,1,7,0,0,0,3,0
27081,bounty,H339 Household Paper Products: Comb & NEC,0,0,0,0,0,2,2,1,2,1,6,0,0,0,1,1
27083,brawny,H339 Household Paper Products: Comb & NEC,0,0,0,0,0,4,1,1,1,1,6,0,0,0,1,0
27085,chinet,H339 Household Paper Products: Comb & NEC,0,1,0,0,1,1,2,0,1,0,6,1,0,0,2,0
27093,dixie,H339 Household Paper Products: Comb & NEC,0,0,0,0,0,0,3,1,1,1,5,0,0,0,2,0
27098,dynarex,H339 Household Paper Products: Comb & NEC,0,0,0,0,0,3,2,1,1,0,7,0,0,0,1,0
27099,epackagesupply,H339 Household Paper Products: Comb & NEC,0,0,0,0,0,2,5,0,5,1,14,1,1,0,3,1
27100,hefty,H339 Household Paper Products: Comb & NEC,0,0,0,0,0,1,1,0,1,1,5,1,0,0,2,0
27110,kleenex,H339 Household Paper Products: Comb & NEC,0,0,0,0,0,2,3,1,1,0,7,0,0,0,2,0
27112,nubella,H339 Household Paper Products: Comb & NEC,1,0,0,0,0,3,3,0,1,1,7,0,0,1,1,1
27116,sophistiplate,H339 Household Paper Products: Comb & NEC,0,0,0,0,1,1,5,0,4,1,13,2,0,0,3,1
27119,visstun,H339 Household Paper Products: Comb & NEC,0,0,1,0,1,1,2,0,1,0,7,3,0,0,1,1
27123,reynolds,H339 Household Paper Products: Comb & NEC,0,0,0,1,0,4,2,0,1,0,8,1,0,1,1,1
27129,cascades,H339 Household Paper Products: Comb & NEC,0,0,0,1,0,0,3,0,1,0,8,2,0,0,1,0
27133,fiora,H339 Household Paper Products: Comb & NEC,1,0,0,0,1,1,3,0,0,1,5,1,0,0,1,1
27142,plainwell,H339 Household Paper Products: Comb & NEC,0,0,1,0,0,5,3,1,1,0,9,0,0,0,2,0
27143,scott,H339 Household Paper Products: Comb & NEC,0,1,0,0,1,0,1,0,2,0,5,1,0,0,0,1
27147,sunrise,H339 Household Paper Products: Comb & NEC,0,0,0,0,1,2,3,0,0,1,7,2,0,0,2,1
27148,axion,H413 Dishwashing Detergents,0,0,1,0,0,1,3,0,0,0,5,0,1,0,1,1
27153,palmolive,H413 Dishwashing Detergents,0,0,0,0,0,3,4,1,1,1,9,1,0,0,2,1
27155,salvo,H413 Dishwashing Detergents,0,0,0,0,1,1,2,0,0,1,5,2,0,0,0,1
27160,ballistol,H432 Multipurpose Cleaners (Cleansers),0,0,1,0,0,3,3,1,2,0,9,1,0,0,1,1
27162,clr,H432 Multipurpose Cleaners (Cleansers),0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0
27165,fabuloso,H432 Multipurpose Cleaners (Cleansers),0,0,0,0,1,1,4,0,1,1,8,2,0,0,0,3
27168,invinceable,H432 Multipurpose Cleaners (Cleansers),0,0,0,0,0,3,5,0,1,1,11,1,1,0,4,0
27171,pinalen,H432 Multipurpose Cleaners (Cleansers),0,0,1,0,0,3,3,1,1,0,7,0,0,0,2,0
27175,pinol,H432 Multipurpose Cleaners (Cleansers),0,0,1,0,0,2,2,1,1,0,5,0,0,0,1,1
27178,sos,H432 Multipurpose Cleaners (Cleansers),0,0,0,1,1,0,1,0,0,0,3,2,0,0,0,1
27184,consilium,H625 Security & Fire Safety Systems,0,0,1,0,0,3,4,0,0,0,9,1,0,0,2,2
27188,kidde,H625 Security & Fire Safety Systems,0,0,0,0,0,0,2,1,3,1,5,0,0,0,2,0
27193,ansul,H625 Security & Fire Safety Systems,0,0,1,0,0,2,2,0,0,0,5,1,1,0,0,1
27194,autocall,H625 Security & Fire Safety Systems,0,0,1,0,0,2,4,0,1,0,8,0,1,0,0,2
27195,bilco,H625 Security & Fire Safety Systems,0,0,0,0,0,1,2,1,1,1,5,0,0,0,1,1
27198,fireavert,H625 Security & Fire Safety Systems,0,1,0,0,1,2,4,0,1,0,9,2,0,0,3,0
27200,firetrace,H625 Security & Fire Safety Systems,0,0,0,0,1,2,4,0,1,1,9,1,0,0,3,0
27204,honeywell,H625 Security & Fire Safety Systems,0,0,1,0,0,5,3,0,0,0,9,0,0,0,2,1
27205,keystone,H625 Security & Fire Safety Systems,0,0,0,0,0,2,3,1,2,1,8,1,0,0,2,1
27210,tornatech,H625 Security & Fire Safety Systems,0,0,0,1,0,2,3,1,2,0,9,1,0,0,1,1
27219,adt,H625 Security & Fire Safety Systems,0,1,0,0,0,0,1,0,2,0,3,0,1,0,0,0
27225,airgas,H625 Security & Fire Safety Systems,0,0,0,1,0,1,3,0,1,0,6,1,1,0,1,0
27232,alula,H625 Security & Fire Safety Systems,1,0,0,0,0,2,3,0,0,1,5,0,1,0,0,1
27234,amaryllo,H625 Security & Fire Safety Systems,0,0,0,0,0,5,3,0,0,1,8,0,1,0,0,1
27235,amcrest,H625 Security & Fire Safety Systems,0,1,0,0,0,2,2,0,1,0,7,1,1,0,1,0
27241,angee,H625 Security & Fire Safety Systems,0,0,0,0,0,1,3,0,1,1,5,0,1,0,1,0
27242,aperio,H625 Security & Fire Safety Systems,0,0,0,0,0,1,4,0,1,1,6,0,1,0,2,1
27244,arlo,H625 Security & Fire Safety Systems,0,0,0,0,0,2,2,0,0,1,4,0,1,0,0,1
27252,arvig,H625 Security & Fire Safety Systems,0,1,0,0,0,1,2,0,1,0,5,1,1,0,1,0
27261,autotronics,H625 Security & Fire Safety Systems,0,0,0,1,0,2,5,0,2,0,11,1,1,0,1,3
27269,blazemaster,H625 Security & Fire Safety Systems,0,0,1,0,0,3,4,1,2,0,11,2,0,0,2,0
27276,bosch,H625 Security & Fire Safety Systems,0,0,0,1,0,0,1,1,1,0,5,2,0,0,0,1
27278,brinks,H625 Security & Fire Safety Systems,0,0,0,1,0,2,1,1,2,0,6,1,0,0,1,0
27282,bullard,H625 Security & Fire Safety Systems,0,1,0,0,0,3,2,1,2,0,7,0,0,0,0,1
27283,california,H625 Security & Fire Safety Systems,1,0,0,0,0,3,5,0,0,1,10,1,0,0,2,1
27284,canary,H625 Security & Fire Safety Systems,0,0,0,0,0,3,2,0,0,1,6,0,0,0,1,0
27287,centurylink,H625 Security & Fire Safety Systems,0,1,0,0,0,5,3,0,2,0,11,0,0,0,2,1
27291,comelit,H625 Security & Fire Safety Systems,0,1,0,0,0,2,3,0,1,0,7,0,0,0,2,1
27303,dahua,H625 Security & Fire Safety Systems,1,0,0,0,0,0,3,1,1,1,5,0,0,0,0,1
27305,daymark,H625 Security & Fire Safety Systems,0,1,0,0,0,3,2,1,2,0,7,0,0,0,0,0
27307,defenselite,H625 Security & Fire Safety Systems,0,0,0,0,0,2,5,1,2,1,11,2,0,0,5,0
27309,detex,H625 Security & Fire Safety Systems,0,0,0,0,0,0,2,1,2,0,5,0,0,0,2,0
27310,domondo,H625 Security & Fire Safety Systems,0,0,0,0,0,2,3,1,2,1,7,0,0,0,0,3
27311,doorking,H625 Security & Fire Safety Systems,0,1,1,0,0,2,3,1,3,0,8,0,0,0,1,1
27312,dormakaba,H625 Security & Fire Safety Systems,1,0,0,0,0,2,4,1,3,1,9,0,0,0,0,1
27314,dortronics,H625 Security & Fire Safety Systems,0,0,0,1,0,3,3,1,2,0,10,1,0,0,1,2
27316,drager,H625 Security & Fire Safety Systems,0,0,1,0,0,2,2,1,2,0,6,0,0,0,1,0
27317,dsx,H625 Security & Fire Safety Systems,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0
27320,edwards,H625 Security & Fire Safety Systems,0,0,0,1,0,2,2,0,2,0,7,1,1,0,1,0
27323,emed,H625 Security & Fire Safety Systems,0,1,0,0,0,1,2,0,1,0,4,0,1,0,2,0
27326,eufy,H625 Security & Fire Safety Systems,0,0,0,0,0,1,2,0,0,1,4,1,1,0,2,1
27328,ezviz,H625 Security & Fire Safety Systems,0,0,0,1,0,0,2,0,0,0,5,3,1,0,2,0
27335,flir,H625 Security & Fire Safety Systems,0,0,1,0,1,2,1,0,0,0,4,1,0,0,1,0
27343,garrett,H625 Security & Fire Safety Systems,0,1,0,0,0,2,2,1,3,0,7,0,0,0,1,0
27347,globe,H625 Security & Fire Safety Systems,0,0,0,0,0,1,2,1,2,1,5,0,0,0,1,1
27350,grecon,H625 Security & Fire Safety Systems,0,0,1,0,0,2,2,1,1,0,6,0,0,0,1,1
27353,guardzilla,H625 Security & Fire Safety Systems,1,0,0,0,0,3,4,1,2,1,10,1,0,0,1,1
27354,hanwha,H625 Security & Fire Safety Systems,1,0,0,0,0,2,2,0,0,1,6,0,0,0,0,0
27357,hemco,H625 Security & Fire Safety Systems,0,0,0,0,0,1,2,0,0,1,5,0,0,0,1,1
27358,hid,H625 Security & Fire Safety Systems,0,1,0,0,0,0,1,0,1,0,3,0,0,0,1,0
27359,hive,H625 Security & Fire Safety Systems,0,0,0,0,0,0,2,0,0,1,4,1,0,0,2,0
27360,holmatro,H625 Security & Fire Safety Systems,0,0,0,0,0,3,3,0,1,1,8,0,0,0,0,2
27365,imaxalarm,H625 Security & Fire Safety Systems,0,0,1,0,0,4,4,0,0,0,9,0,1,0,1,0
27366,impacto,H625 Security & Fire Safety Systems,0,0,0,0,0,1,3,0,2,1,7,0,1,0,1,1
27367,inalarm,H625 Security & Fire Safety Systems,0,0,1,0,0,4,3,0,0,0,7,0,1,0,1,0
27369,interlogix,H625 Security & Fire Safety Systems,0,0,0,0,0,3,4,0,2,0,10,0,1,0,3,1
27370,invixium,H625 Security & Fire Safety Systems,0,0,1,0,0,2,4,0,0,0,8,1,1,0,3,1
27371,iris,H625 Security & Fire Safety Systems,0,0,0,1,0,1,2,0,0,0,4,1,1,0,2,0
27382,kentek,H625 Security & Fire Safety Systems,0,1,0,0,0,1,2,1,3,0,6,0,0,0,2,0
27384,keyper,H625 Security & Fire Safety Systems,0,0,1,0,0,2,2,1,2,0,6,0,0,0,2,0
27386,knightscope,H625 Security & Fire Safety Systems,0,0,0,0,0,1,3,1,4,1,11,1,0,0,2,1
27389,kwikset,H625 Security & Fire Safety Systems,0,1,0,0,0,1,2,1,3,0,7,1,0,0,2,0
27390,laservision,H625 Security & Fire Safety Systems,0,0,1,0,0,3,5,0,0,0,11,3,0,1,3,1
27391,lifeshield,H625 Security & Fire Safety Systems,0,1,0,0,0,2,4,0,1,0,10,2,0,1,3,0
27393,liftmaster,H625 Security & Fire Safety Systems,0,0,1,0,0,3,3,0,2,0,10,2,0,1,2,0
27398,lutron,H625 Security & Fire Safety Systems,0,0,1,0,0,3,2,0,1,0,6,0,0,1,0,2
27403,matjack,H625 Security & Fire Safety Systems,0,1,0,0,0,1,2,0,2,0,7,1,0,1,0,0
27404,mcdermott,H625 Security & Fire Safety Systems,0,1,0,0,0,3,2,0,3,0,9,0,0,1,1,1
27405,mcgard,H625 Security & Fire Safety Systems,0,1,0,0,0,2,1,0,2,0,6,0,0,1,0,0
27408,meshare,H625 Security & Fire Safety Systems,0,0,0,0,0,2,3,0,0,1,7,1,0,1,2,0
27409,mircom,H625 Security & Fire Safety Systems,0,0,1,0,0,3,2,0,0,0,6,0,0,1,1,1
27416,msa,H625 Security & Fire Safety Systems,1,0,0,0,0,1,1,0,0,1,3,1,0,1,0,0
27425,nightlock,H625 Security & Fire Safety Systems,0,1,0,0,0,2,2,0,3,0,9,0,0,1,1,1
27429,northstar,H625 Security & Fire Safety Systems,0,0,1,0,0,3,2,0,2,0,9,2,0,1,0,1
27434,onity,H625 Security & Fire Safety Systems,0,0,0,0,0,2,2,0,1,1,5,0,1,0,2,1
27436,panduit,H625 Security & Fire Safety Systems,0,1,0,0,0,1,3,1,3,0,7,0,0,0,1,1
27438,paragon,H625 Security & Fire Safety Systems,0,0,1,0,0,2,3,1,2,0,7,0,0,0,0,1
27439,pdt,H625 Security & Fire Safety Systems,0,1,0,0,0,0,0,1,3,0,3,0,0,0,0,0
27441,pelsue,H625 Security & Fire Safety Systems,0,0,0,0,0,1,3,1,1,1,6,1,0,0,2,1
27442,philips,H625 Security & Fire Safety Systems,0,0,0,1,0,1,2,1,2,0,7,1,0,0,2,0
27444,pilz,H625 Security & Fire Safety Systems,0,0,0,1,0,1,1,1,1,0,4,1,0,0,1,0
27445,pmi,H625 Security & Fire Safety Systems,0,0,0,0,0,1,1,1,1,1,3,0,0,0,1,0
27453,qmi,H625 Security & Fire Safety Systems,0,0,0,0,0,1,1,0,0,1,3,0,0,0,1,0
27455,rapiscan,H625 Security & Fire Safety Systems,0,0,1,0,0,2,3,0,1,0,8,1,0,1,1,0
27456,rauckman,H625 Security & Fire Safety Systems,0,0,1,0,0,3,3,0,1,0,8,0,0,1,0,1
27461,reolink,H625 Security & Fire Safety Systems,0,1,0,0,0,3,3,0,1,0,7,0,0,1,2,1
27472,rockwool,H625 Security & Fire Safety Systems,0,0,1,0,0,3,3,0,1,0,8,0,0,1,0,2
27473,rotogrip,H625 Security & Fire Safety Systems,0,1,0,0,0,2,3,0,3,0,8,0,0,1,1,2
27474,rutherford,H625 Security & Fire Safety Systems,0,1,0,0,0,3,3,0,2,0,10,2,0,1,1,2
27488,salto,H625 Security & Fire Safety Systems,0,0,0,0,1,1,2,0,1,1,5,1,0,0,0,1
27493,sdc,H625 Security & Fire Safety Systems,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0
27495,sectra,H625 Security & Fire Safety Systems,1,0,0,0,1,1,2,0,1,1,6,1,0,0,1,0
27496,secugen,H625 Security & Fire Safety Systems,0,0,1,0,1,1,3,0,1,0,7,1,0,0,2,1
27501,sensormatic,H625 Security & Fire Safety Systems,0,0,0,0,1,3,4,0,1,0,11,2,0,0,2,1
27502,senstar,H625 Security & Fire Safety Systems,0,0,1,0,1,2,2,0,1,0,7,2,0,0,1,0
27506,sigalarm,H625 Security & Fire Safety Systems,0,0,1,0,1,3,3,0,1,0,8,1,0,0,1,0
27509,simplisafe,H625 Security & Fire Safety Systems,0,0,0,0,1,2,4,0,1,1,10,3,0,0,3,0
27511,slomins,H625 Security & Fire Safety Systems,0,0,0,1,1,3,2,0,0,0,7,2,0,0,1,1
27516,smartthings,H625 Security & Fire Safety Systems,0,0,0,1,1,3,2,0,3,0,11,3,0,0,1,0
27522,stonelock,H625 Security & Fire Safety Systems,0,1,0,0,1,2,3,0,2,0,9,1,0,0,1,2
27526,supra,H625 Security & Fire Safety Systems,1,0,0,0,1,1,2,0,1,1,5,1,0,0,0,1
27527,swann,H625 Security & Fire Safety Systems,0,0,1,0,1,3,1,0,0,0,5,1,0,0,0,0
27530,taser,H625 Security & Fire Safety Systems,0,0,1,0,0,1,2,1,1,0,5,1,0,0,1,0
27532,telaid,H625 Security & Fire Safety Systems,0,1,0,0,0,1,3,1,2,0,6,0,0,0,2,0
27533,telguard,H625 Security & Fire Safety Systems,0,1,0,0,0,2,3,1,3,0,8,0,0,0,1,1
27539,timelox,H625 Security & Fire Safety Systems,0,0,0,0,0,2,3,1,1,0,7,0,0,0,2,1
27540,tiresocks,H625 Security & Fire Safety Systems,0,0,0,1,0,1,3,1,2,0,9,2,0,0,2,1
27542,tncs,H625 Security & Fire Safety Systems,0,0,0,1,0,1,0,1,1,0,4,1,0,0,0,0
27544,trademasters,H625 Security & Fire Safety Systems,0,0,0,1,0,3,4,1,3,0,12,2,0,0,2,0
27545,triconex,H625 Security & Fire Safety Systems,0,0,0,0,0,2,3,1,1,0,8,0,0,0,2,1
27546,trinity,H625 Security & Fire Safety Systems,0,0,0,0,0,3,2,1,2,1,7,0,0,0,3,0
27550,vicon,H625 Security & Fire Safety Systems,0,0,1,0,1,1,2,0,0,0,5,1,0,0,1,1
27553,vivint,H625 Security & Fire Safety Systems,0,1,0,0,1,1,2,0,1,0,6,2,0,0,2,0
27557,winsted,H625 Security & Fire Safety Systems,0,1,0,0,0,2,2,0,2,0,7,1,0,1,2,0
27558,xfinity,H625 Security & Fire Safety Systems,0,0,0,0,0,2,2,0,1,1,7,1,0,0,3,0
27562,zkteco,H625 Security & Fire Safety Systems,0,0,0,0,1,0,2,0,2,1,6,1,0,0,1,1
27563,zmodo,H625 Security & Fire Safety Systems,0,0,0,0,1,1,2,0,1,1,5,1,0,0,0,2
27568,airinum,H625 Security & Fire Safety Systems,0,0,1,0,0,3,4,0,0,0,7,0,1,0,2,1
27569,anemostat,H625 Security & Fire Safety Systems,0,1,0,0,0,2,4,0,2,0,9,1,1,0,1,1
27570,aukey,H625 Security & Fire Safety Systems,0,0,0,0,0,1,3,0,1,1,5,0,1,0,2,1
27577,biocryptology,H625 Security & Fire Safety Systems,0,0,0,0,0,4,4,1,4,1,13,0,0,0,2,3
27584,buildclean,H625 Security & Fire Safety Systems,0,0,1,0,0,3,4,1,2,0,10,0,0,0,2,1
27589,cobra,H625 Security & Fire Safety Systems,1,0,0,0,0,1,2,0,1,1,5,0,0,0,0,1
27591,cranesmart,H625 Security & Fire Safety Systems,0,1,0,0,0,4,3,0,1,0,10,1,0,0,1,0
27593,egeetouch,H625 Security & Fire Safety Systems,0,0,0,1,0,0,5,0,2,0,9,1,1,0,2,1
27596,firefly,H625 Security & Fire Safety Systems,0,0,0,0,1,3,2,0,0,1,7,2,0,0,3,0
27598,gatehands,H625 Security & Fire Safety Systems,0,0,0,1,0,1,3,1,3,0,9,1,0,0,1,0
27605,hypr,H625 Security & Fire Safety Systems,0,0,1,0,0,2,0,0,1,0,4,0,0,0,0,0
27611,maglocks,H625 Security & Fire Safety Systems,0,0,0,1,0,2,2,0,2,0,8,1,0,1,0,1
27618,omnia,H625 Security & Fire Safety Systems,1,0,0,0,0,2,3,0,0,1,5,0,1,0,1,1
27620,pepperface,H625 Security & Fire Safety Systems,0,0,0,0,0,1,4,1,3,1,10,1,0,0,3,0
27626,rexing,H625 Security & Fire Safety Systems,0,1,1,0,0,2,2,0,1,0,6,0,0,1,2,0
27627,ripple,H625 Security & Fire Safety Systems,0,0,0,0,0,2,2,0,2,1,6,0,0,1,2,0
27628,rki,H625 Security & Fire Safety Systems,0,0,0,0,0,1,1,0,1,1,3,0,0,1,1,0
27631,schlage,H625 Security & Fire Safety Systems,0,0,0,0,1,1,2,0,1,1,7,2,0,0,1,0
27632,scholarchip,H625 Security & Fire Safety Systems,0,1,0,0,1,2,3,0,1,0,11,3,0,0,1,1
27633,seton,H625 Security & Fire Safety Systems,0,0,1,0,1,1,2,0,1,0,5,1,0,0,1,1
27634,stinis,H625 Security & Fire Safety Systems,0,0,0,1,1,1,2,0,1,0,6,2,0,0,2,0
27637,tapplock,H625 Security & Fire Safety Systems,0,1,0,0,0,1,2,1,4,0,8,0,0,0,0,1
27639,toc,H625 Security & Fire Safety Systems,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,1
27642,whistler,H625 Security & Fire Safety Systems,0,0,1,0,0,3,2,0,1,0,8,1,0,1,2,0
27665,bullex,H625 Security & Fire Safety Systems,0,0,0,0,0,2,2,1,1,0,6,0,0,0,1,1
27668,fireking,H625 Security & Fire Safety Systems,0,1,1,0,1,2,3,0,2,0,8,1,0,0,3,0
27670,hexarmor,H625 Security & Fire Safety Systems,0,0,1,0,0,3,3,0,0,0,8,0,0,0,1,1
27675,pyramex,H625 Security & Fire Safety Systems,0,0,0,0,0,3,2,1,1,0,7,0,0,0,1,0
27676,ramfan,H625 Security & Fire Safety Systems,0,0,1,0,0,3,2,0,0,0,6,1,0,1,0,0
27678,simplexgrinnell,H625 Security & Fire Safety Systems,0,0,1,0,1,7,4,0,2,0,15,1,0,0,4,0
27682,behr,H631 Paint,0,0,1,0,0,1,1,1,1,0,4,0,0,0,1,0
27696,berel,H631 Paint,0,0,1,0,0,2,2,1,1,0,5,0,0,0,2,0
27701,comex,H631 Paint,0,0,0,0,0,1,2,0,0,0,5,0,0,0,1,1
27702,dap,H631 Paint,0,1,0,0,0,0,1,1,2,0,3,0,0,0,0,0
27703,drikolor,H631 Paint,0,0,1,0,0,3,3,1,2,0,8,0,0,0,1,2
27704,drylok,H631 Paint,0,1,0,0,0,3,1,1,2,0,6,0,0,0,0,1
27710,glidden,H631 Paint,0,0,1,0,0,2,2,1,3,0,7,0,0,0,2,0
